quant_btc_1d_macd_ema_roc_quality_long_v1_20260601	2026-06-01 01:34:08.824356	2026-06-01 01:34:08.824365
tmp_quant_20260601_adx_volume_momentum_long_v1	2026-06-01 01:28:30.07953	2026-06-01 01:28:30.079534
tmp_quant_20260601_atr_trend_breakout_long_v1	2026-06-01 01:28:30.085127	2026-06-01 01:28:30.085131
tmp_quant_20260601_bbands_ema_roc_compression_long_v1	2026-06-01 01:28:30.082327	2026-06-01 01:28:30.082331
tmp_quant_20260601_ema_roc_adx_guard_long_v1	2026-06-01 01:28:30.067058	2026-06-01 01:28:30.067064
tmp_quant_20260601_macd_ema_roc_trend_long_v1	2026-06-01 01:28:30.073175	2026-06-01 01:28:30.07318
tmp_quant_20260601_rsi_ema_pullback_continuation_long_v1	2026-06-01 01:28:30.076608	2026-06-01 01:28:30.076613
