timestamp_utc,open,high,low,close,volume
2025-06-29 04:00:00+00:00,107210.78,107402.18,107205.82,107402.18,340.57663
2025-06-29 08:00:00+00:00,107402.17,108484.0,107402.17,108477.11,1988.92767
2025-06-29 12:00:00+00:00,108477.12,108528.5,107650.0,107750.72,1320.45894
2025-06-29 16:00:00+00:00,107750.72,107792.05,107316.46,107406.81,1188.5295
2025-06-29 20:00:00+00:00,107406.8,108436.47,107250.0,108356.93,1459.20913
2025-06-30 00:00:00+00:00,108356.93,108789.99,108255.81,108503.74,1564.16827
2025-06-30 04:00:00+00:00,108503.74,108538.76,107481.31,107614.08,1581.27553
2025-06-30 08:00:00+00:00,107614.07,107964.33,107400.0,107654.2,1242.20442
2025-06-30 12:00:00+00:00,107654.21,107858.79,106733.33,107580.46,2980.03437
2025-06-30 16:00:00+00:00,107580.47,107807.94,107116.4,107745.97,1314.82691
2025-06-30 20:00:00+00:00,107745.97,107764.73,106900.02,107146.5,1071.61541
2025-07-01 00:00:00+00:00,107146.51,107540.0,107026.93,107192.38,973.46
2025-07-01 04:00:00+00:00,107192.39,107203.11,106615.97,107178.99,1267.97836
2025-07-01 08:00:00+00:00,107178.99,107178.99,106301.86,106605.8,1434.81634
2025-07-01 12:00:00+00:00,106605.79,107179.99,105623.39,105955.18,3974.69567
2025-07-01 16:00:00+00:00,105955.19,106287.95,105387.68,105398.53,1690.90273
2025-07-01 20:00:00+00:00,105398.52,106100.0,105250.85,105681.14,1163.77127
2025-07-02 00:00:00+00:00,105681.13,106216.08,105100.19,106194.7,1453.64233
2025-07-02 04:00:00+00:00,106194.7,107186.78,106131.55,107080.0,1903.51108
2025-07-02 08:00:00+00:00,107080.0,107860.23,107080.0,107479.99,2147.6808
2025-07-02 12:00:00+00:00,107479.98,108759.2,107186.1,108737.74,3227.14121
2025-07-02 16:00:00+00:00,108737.75,109730.0,108650.97,109676.14,5656.10907
2025-07-02 20:00:00+00:00,109676.14,109676.14,108720.0,108849.6,3303.81143
2025-07-03 00:00:00+00:00,108849.59,109115.03,108530.4,108628.21,1439.99562
2025-07-03 04:00:00+00:00,108628.2,109548.0,108566.14,109280.0,1560.58968
2025-07-03 08:00:00+00:00,109279.99,110273.21,109279.99,109599.19,3249.5488
