timestamp_utc,open,high,low,close,volume
2024-12-30 00:00:00+00:00,93738.19,98976.91,91530.45,98363.61,111914.7951
2025-01-06 00:00:00+00:00,98363.61,102724.38,91203.67,94545.06,172710.45967
2025-01-13 00:00:00+00:00,94545.07,106422.43,89256.69,101331.57,235685.9926
2025-01-20 00:00:00+00:00,101331.57,109588.0,99550.0,102620.0,254162.140922
2025-01-27 00:00:00+00:00,102620.01,106457.44,96150.0,97700.59,184203.26328
2025-02-03 00:00:00+00:00,97700.59,102500.01,91231.0,96462.75,221243.61368
2025-02-10 00:00:00+00:00,96462.75,98826.0,94088.23,96118.12,122007.40976
2025-02-17 00:00:00+00:00,96118.12,99475.0,93388.09,96258.0,127758.44873
2025-02-24 00:00:00+00:00,96258.0,96500.0,78258.52,94270.0,373604.39736
2025-03-03 00:00:00+00:00,94269.99,94416.46,80000.0,80734.37,284471.65101
2025-03-10 00:00:00+00:00,80734.48,85309.71,76606.0,82574.53,211663.09876
2025-03-17 00:00:00+00:00,82574.52,87453.67,81134.66,86082.5,110906.17448
2025-03-24 00:00:00+00:00,86082.5,88765.43,81565.0,82389.99,137009.32282
2025-03-31 00:00:00+00:00,82390.0,88500.0,77153.83,78430.0,178247.49297
2025-04-07 00:00:00+00:00,78430.0,86100.0,74508.0,83760.0,300064.17057
2025-04-14 00:00:00+00:00,83760.0,86496.42,83111.64,85179.24,108454.4036
2025-04-21 00:00:00+00:00,85179.24,95758.04,85144.76,93749.3,170625.92469
2025-04-28 00:00:00+00:00,93749.29,97895.68,92800.01,94277.62,113820.08215
2025-05-05 00:00:00+00:00,94277.61,104984.57,93377.0,104118.0,145910.00118
2025-05-12 00:00:00+00:00,104118.0,106660.0,100718.37,106454.26,135512.85987
2025-05-19 00:00:00+00:00,106454.27,111980.0,102000.0,109004.19,197357.632795
2025-05-26 00:00:00+00:00,109004.2,110718.0,103068.55,105642.93,116099.819
2025-06-02 00:00:00+00:00,105642.93,106794.67,100372.26,105734.0,95301.97979
2025-06-09 00:00:00+00:00,105734.01,110530.17,102664.31,105594.01,110085.74896
2025-06-16 00:00:00+00:00,105594.02,108952.38,98200.0,100963.87,110755.93156
2025-06-23 00:00:00+00:00,100963.87,108528.5,99613.33,108356.93,91938.97808
2025-06-30 00:00:00+00:00,108356.93,110529.18,105100.19,109203.84,72977.1763
2025-07-07 00:00:00+00:00,109203.85,119488.0,107429.57,119086.64,104658.05244
2025-07-14 00:00:00+00:00,119086.65,123218.0,115736.92,117265.12,131579.689337
2025-07-21 00:00:00+00:00,117265.11,120247.8,114723.16,119415.55,123158.43225
2025-07-28 00:00:00+00:00,119415.56,119800.0,111920.0,114208.8,105088.6224
2025-08-04 00:00:00+00:00,114208.81,119311.11,112650.0,119294.01,78822.4007
2025-08-11 00:00:00+00:00,119294.27,124474.0,116803.99,117405.01,120321.123656
2025-08-18 00:00:00+00:00,117405.01,117543.75,110680.0,113493.59,117920.88503
2025-08-25 00:00:00+00:00,113493.59,113667.28,107350.1,108246.35,110910.33675
2025-09-01 00:00:00+00:00,108246.36,113384.62,107255.0,111137.34,90809.75324
2025-09-08 00:00:00+00:00,111137.35,116665.63,110621.78,115268.01,88456.94711
2025-09-15 00:00:00+00:00,115268.01,117900.0,114384.0,115232.29,70729.4403
2025-09-22 00:00:00+00:00,115232.29,115379.25,108620.07,112163.95,93970.57704
2025-09-29 00:00:00+00:00,112163.96,125708.42,111560.65,123482.31,124480.098903
2025-10-06 00:00:00+00:00,123482.32,126199.63,102000.0,114958.8,211576.359223
2025-10-13 00:00:00+00:00,114958.81,115963.81,103528.23,108642.78,171795.75097
2025-10-20 00:00:00+00:00,108642.77,115466.8,106666.69,114559.4,137472.95078
2025-10-27 00:00:00+00:00,114559.41,116400.0,106304.34,110540.68,125045.90669
2025-11-03 00:00:00+00:00,110540.69,110750.0,98944.36,104722.96,199598.71888
2025-11-10 00:00:00+00:00,104722.95,107500.0,93005.55,94261.44,189823.3545
2025-11-17 00:00:00+00:00,94261.45,96043.0,80600.0,86830.0,257258.09768
2025-11-24 00:00:00+00:00,86830.0,93092.0,85272.0,90360.0,118687.98554
2025-12-01 00:00:00+00:00,90360.01,94150.0,83822.76,90395.31,149459.29022
2025-12-08 00:00:00+00:00,90395.32,94588.99,87577.36,88172.17,107997.17703
2025-12-15 00:00:00+00:00,88172.16,90365.85,84450.01,88658.86,116986.93155
2025-12-22 00:00:00+00:00,88658.87,90588.23,86420.0,87952.71,72081.43375
2025-12-29 00:00:00+00:00,87952.71,90406.08,87813.17,89646.07,7529.32376
